address,annotations,bio
1 4 شارع دكتور أنور المفتي متفرع من شارع عباس العقاد خلف طيبة أوتليت مول مدينة نصر القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""مدينة نصر"", ""NUM_STREET"": ""1 4"", ""MAIN_STREET"": ""عباس العقاد"", ""STREET"": ""دكتور أنور المفتي"", ""LANDMARK"": ""طيبة أوتليت مول""}","[[""1"", ""B-NUM_STREET""], [""4"", ""I-NUM_STREET""], [""شارع"", ""O""], [""دكتور"", ""B-STREET""], [""أنور"", ""I-STREET""], [""المفتي"", ""I-STREET""], [""متفرع"", ""O""], [""من"", ""O""], [""شارع"", ""O""], [""عباس"", ""B-MAIN_STREET""], [""العقاد"", ""I-MAIN_STREET""], [""خلف"", ""O""], [""طيبة"", ""B-LANDMARK""], [""أوتليت"", ""I-LANDMARK""], [""مول"", ""I-LANDMARK""], [""مدينة"", ""B-AREA""], [""نصر"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
21 شارع البطل احمد عبد العزيز أمام مصر للتأمين المهندسين الجيزة,"{""CITY"": ""الجيزة"", ""AREA"": ""المهندسين"", ""NUM_STREET"": ""21"", ""STREET"": ""البطل احمد عبد العزيز"", ""LANDMARK"": ""مصر للتأمين""}","[[""21"", ""B-NUM_STREET""], [""شارع"", ""O""], [""البطل"", ""B-STREET""], [""احمد"", ""I-STREET""], [""عبد"", ""I-STREET""], [""العزيز"", ""I-STREET""], [""أمام"", ""O""], [""مصر"", ""B-LANDMARK""], [""للتأمين"", ""I-LANDMARK""], [""المهندسين"", ""B-AREA""], [""الجيزة"", ""B-CITY""]]"
81 شارع مصطفى النحاس الدور السادس مدينة نصر القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""مدينة نصر"", ""NUM_STREET"": ""81"", ""STREET"": ""مصطفى النحاس"", ""FLOOR"": ""السادس""}","[[""81"", ""B-NUM_STREET""], [""شارع"", ""O""], [""مصطفى"", ""B-STREET""], [""النحاس"", ""I-STREET""], [""الدور"", ""O""], [""السادس"", ""B-FLOOR""], [""مدينة"", ""B-AREA""], [""نصر"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
21 شارع نجيب محفوظ مدينه نصر القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""مدينه نصر"", ""NUM_STREET"": ""21"", ""STREET"": ""نجيب محفوظ""}","[[""21"", ""B-NUM_STREET""], [""شارع"", ""O""], [""نجيب"", ""B-STREET""], [""محفوظ"", ""I-STREET""], [""مدينه"", ""B-AREA""], [""نصر"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
28 شارع عدلى وسط البلد القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""وسط البلد"", ""NUM_STREET"": ""28"", ""STREET"": ""عدلى""}","[[""28"", ""B-NUM_STREET""], [""شارع"", ""O""], [""عدلى"", ""B-STREET""], [""وسط"", ""B-AREA""], [""البلد"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
15 شارع سامى عبد الرازق مدينه نصر القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""مدينه نصر"", ""NUM_STREET"": ""15"", ""STREET"": ""سامى عبد الرازق""}","[[""15"", ""B-NUM_STREET""], [""شارع"", ""O""], [""سامى"", ""B-STREET""], [""عبد"", ""I-STREET""], [""الرازق"", ""I-STREET""], [""مدينه"", ""B-AREA""], [""نصر"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
17 شارع مقاتلى رمضان مدينه نصر القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""مدينه نصر"", ""NUM_STREET"": ""17"", ""STREET"": ""مقاتلى رمضان""}","[[""17"", ""B-NUM_STREET""], [""شارع"", ""O""], [""مقاتلى"", ""B-STREET""], [""رمضان"", ""I-STREET""], [""مدينه"", ""B-AREA""], [""نصر"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
16 ب شارع ولى العهد حدائق القبه القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""حدائق القبه"", ""NUM_STREET"": ""16 ب"", ""STREET"": ""ولى العهد""}","[[""16"", ""B-NUM_STREET""], [""ب"", ""I-NUM_STREET""], [""شارع"", ""O""], [""ولى"", ""B-STREET""], [""العهد"", ""I-STREET""], [""حدائق"", ""B-AREA""], [""القبه"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
44 شارع صلاح الدين مصر الجديده القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""مصر الجديده"", ""NUM_STREET"": ""44"", ""STREET"": ""صلاح الدين""}","[[""44"", ""B-NUM_STREET""], [""شارع"", ""O""], [""صلاح"", ""B-STREET""], [""الدين"", ""I-STREET""], [""مصر"", ""B-AREA""], [""الجديده"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
ابراج ساره شارع المجزر الالى الهرم الجيزة,"{""CITY"": ""الجيزة"", ""AREA"": ""الهرم"", ""BUILDING"": ""ابراج ساره شارع المجزر الالى""}","[[""ابراج"", ""B-BUILDING""], [""ساره"", ""I-BUILDING""], [""شارع"", ""I-BUILDING""], [""المجزر"", ""I-BUILDING""], [""الالى"", ""I-BUILDING""], [""الهرم"", ""B-AREA""], [""الجيزة"", ""B-CITY""]]"
12 شارع دكتور محمد رأفت محطه الرمل الاسكندريه,"{""AREA"": ""الاسكندريه"", ""NUM_STREET"": ""12"", ""STREET"": ""دكتور محمد رأفت""}","[[""12"", ""B-NUM_STREET""], [""شارع"", ""O""], [""دكتور"", ""B-STREET""], [""محمد"", ""I-STREET""], [""رأفت"", ""I-STREET""], [""محطه"", ""O""], [""الرمل"", ""O""], [""الاسكندريه"", ""B-AREA""]]"
الكيلو 28 طريق مصر الاسكندريه الصحراوى داخل القريه الذكيه ابورواش الجيزة,"{""CITY"": ""الجيزة"", ""STREET"": ""مصر الاسكندريه الصحراوى"", ""LANDMARK"": ""القريه الذكيه""}","[[""الكيلو"", ""O""], [""28"", ""O""], [""طريق"", ""O""], [""مصر"", ""B-STREET""], [""الاسكندريه"", ""I-STREET""], [""الصحراوى"", ""I-STREET""], [""داخل"", ""O""], [""القريه"", ""B-LANDMARK""], [""الذكيه"", ""I-LANDMARK""], [""ابورواش"", ""O""], [""الجيزة"", ""B-CITY""]]"
18 شارع المنيل ميدان المماليك المنيل القاهره,"{""CITY"": ""القاهره"", ""NUM_STREET"": ""18"", ""STREET"": ""المنيل ميدان المماليك""}","[[""18"", ""B-NUM_STREET""], [""شارع"", ""O""], [""المنيل"", ""B-STREET""], [""ميدان"", ""I-STREET""], [""المماليك"", ""I-STREET""], [""المنيل"", ""O""], [""القاهره"", ""B-CITY""]]"
2 شارع مصطفي رفعت بجوار مسجد الصديق شيراتون هيلوبليس مصر الجديده القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""مصر الجديده"", ""MINI_AREA"": ""شيراتون هيلوبليس"", ""NUM_STREET"": ""2"", ""STREET"": ""مصطفي رفعت"", ""LANDMARK"": ""مسجد الصديق""}","[[""2"", ""B-NUM_STREET""], [""شارع"", ""O""], [""مصطفي"", ""B-STREET""], [""رفعت"", ""I-STREET""], [""بجوار"", ""O""], [""مسجد"", ""B-LANDMARK""], [""الصديق"", ""I-LANDMARK""], [""شيراتون"", ""B-MINI_AREA""], [""هيلوبليس"", ""I-MINI_AREA""], [""مصر"", ""B-AREA""], [""الجديده"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
31 أ شارع 26 يوليو وسط البلد القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""وسط البلد"", ""NUM_STREET"": ""31 أ"", ""STREET"": ""26 يوليو""}","[[""31"", ""B-NUM_STREET""], [""أ"", ""I-NUM_STREET""], [""شارع"", ""O""], [""26"", ""B-STREET""], [""يوليو"", ""I-STREET""], [""وسط"", ""B-AREA""], [""البلد"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
وسط البلد القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""وسط البلد""}","[[""وسط"", ""B-AREA""], [""البلد"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
48 شارع عثمان بن عفان مصر الجديده القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""مصر الجديده"", ""NUM_STREET"": ""48"", ""STREET"": ""عثمان بن عفان""}","[[""48"", ""B-NUM_STREET""], [""شارع"", ""O""], [""عثمان"", ""B-STREET""], [""بن"", ""I-STREET""], [""عفان"", ""I-STREET""], [""مصر"", ""B-AREA""], [""الجديده"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
21 شارع الخليفه المأمون مصر الجديده القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""مصر الجديده"", ""NUM_STREET"": ""21"", ""STREET"": ""الخليفه المأمون""}","[[""21"", ""B-NUM_STREET""], [""شارع"", ""O""], [""الخليفه"", ""B-STREET""], [""المأمون"", ""I-STREET""], [""مصر"", ""B-AREA""], [""الجديده"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
14 أ شارع شريف برج الحرية الطبى امام الحرية مول الكوربة مصر الجديدة القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""مصر الجديدة"", ""NUM_STREET"": ""14 أ"", ""STREET"": ""شريف"", ""LANDMARK"": ""الحرية مول"", ""BUILDING"": ""برج الحرية الطبى""}","[[""14"", ""B-NUM_STREET""], [""أ"", ""I-NUM_STREET""], [""شارع"", ""O""], [""شريف"", ""B-STREET""], [""برج"", ""B-BUILDING""], [""الحرية"", ""I-BUILDING""], [""الطبى"", ""I-BUILDING""], [""امام"", ""O""], [""الحرية"", ""B-LANDMARK""], [""مول"", ""I-LANDMARK""], [""الكوربة"", ""O""], [""مصر"", ""B-AREA""], [""الجديدة"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
2 شارع شفيق مصر الجديده القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""مصر الجديده"", ""NUM_STREET"": ""2"", ""STREET"": ""شفيق""}","[[""2"", ""B-NUM_STREET""], [""شارع"", ""O""], [""شفيق"", ""B-STREET""], [""مصر"", ""B-AREA""], [""الجديده"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
13 ميدان العماره امبابه الجيزة,"{""CITY"": ""الجيزة"", ""AREA"": ""امبابه"", ""NUM_STREET"": ""13"", ""STREET"": ""العماره""}","[[""13"", ""B-NUM_STREET""], [""ميدان"", ""O""], [""العماره"", ""B-STREET""], [""امبابه"", ""B-AREA""], [""الجيزة"", ""B-CITY""]]"
10 شارع الدكتور عباس حلمى مصر الجديده القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""مصر الجديده"", ""NUM_STREET"": ""10"", ""STREET"": ""الدكتور عباس حلمى""}","[[""10"", ""B-NUM_STREET""], [""شارع"", ""O""], [""الدكتور"", ""B-STREET""], [""عباس"", ""I-STREET""], [""حلمى"", ""I-STREET""], [""مصر"", ""B-AREA""], [""الجديده"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
16 شارع خان يونس المهندسين الجيزة,"{""CITY"": ""الجيزة"", ""AREA"": ""المهندسين"", ""NUM_STREET"": ""16"", ""STREET"": ""خان يونس""}","[[""16"", ""B-NUM_STREET""], [""شارع"", ""O""], [""خان"", ""B-STREET""], [""يونس"", ""I-STREET""], [""المهندسين"", ""B-AREA""], [""الجيزة"", ""B-CITY""]]"
26 شارع الاندلس الدور الارضى المريلاند روكسى مصر الجديدة القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""مصر الجديدة"", ""NUM_STREET"": ""26"", ""STREET"": ""الاندلس""}","[[""26"", ""B-NUM_STREET""], [""شارع"", ""O""], [""الاندلس"", ""B-STREET""], [""الدور"", ""O""], [""الارضى"", ""O""], [""المريلاند"", ""O""], [""روكسى"", ""O""], [""مصر"", ""B-AREA""], [""الجديدة"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
9 شارع نابلس المهندسين الجيزة,"{""CITY"": ""الجيزة"", ""AREA"": ""المهندسين"", ""NUM_STREET"": ""9"", ""STREET"": ""نابلس""}","[[""9"", ""B-NUM_STREET""], [""شارع"", ""O""], [""نابلس"", ""B-STREET""], [""المهندسين"", ""B-AREA""], [""الجيزة"", ""B-CITY""]]"
1 شارع حافظ رمضان من شارع مكرم عبيد امام مدينة نصر القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""مدينة نصر"", ""NUM_STREET"": ""1"", ""MAIN_STREET"": ""مكرم عبيد امام"", ""STREET"": ""حافظ رمضان""}","[[""1"", ""B-NUM_STREET""], [""شارع"", ""O""], [""حافظ"", ""B-STREET""], [""رمضان"", ""I-STREET""], [""من"", ""O""], [""شارع"", ""O""], [""مكرم"", ""B-MAIN_STREET""], [""عبيد"", ""I-MAIN_STREET""], [""امام"", ""I-MAIN_STREET""], [""مدينة"", ""B-AREA""], [""نصر"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
8 عمارات اول مايو طريق النصر مدينه نصر القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""مدينه نصر"", ""NUM_STREET"": ""8"", ""BUILDING"": ""عمارات اول مايو طريق النصر""}","[[""8"", ""B-NUM_STREET""], [""عمارات"", ""B-BUILDING""], [""اول"", ""I-BUILDING""], [""مايو"", ""I-BUILDING""], [""طريق"", ""I-BUILDING""], [""النصر"", ""I-BUILDING""], [""مدينه"", ""B-AREA""], [""نصر"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
11 شارع محمد رأفت محطة الرمل الاسكندريه,"{""AREA"": ""محطة الرمل"", ""NUM_STREET"": ""11"", ""STREET"": ""محمد رأفت""}","[[""11"", ""B-NUM_STREET""], [""شارع"", ""O""], [""محمد"", ""B-STREET""], [""رأفت"", ""I-STREET""], [""محطة"", ""B-AREA""], [""الرمل"", ""I-AREA""], [""الاسكندريه"", ""O""]]"
4 شارع عماد الدين كامل من أول عباس العقاد مدينة نصر القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""مدينة نصر"", ""NUM_STREET"": ""4"", ""STREET"": ""عماد الدين كامل""}","[[""4"", ""B-NUM_STREET""], [""شارع"", ""O""], [""عماد"", ""B-STREET""], [""الدين"", ""I-STREET""], [""كامل"", ""I-STREET""], [""من"", ""O""], [""أول"", ""O""], [""عباس"", ""O""], [""العقاد"", ""O""], [""مدينة"", ""B-AREA""], [""نصر"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
28 شارع عبد المعطى خيال من شارع محمد فريد ميدان هليوبوليس مصر الجديدة القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""مصر الجديدة"", ""MINI_AREA"": ""ميدان هليوبوليس"", ""NUM_STREET"": ""28"", ""MAIN_STREET"": ""محمد فريد"", ""STREET"": ""عبد المعطى خيال""}","[[""28"", ""B-NUM_STREET""], [""شارع"", ""O""], [""عبد"", ""B-STREET""], [""المعطى"", ""I-STREET""], [""خيال"", ""I-STREET""], [""من"", ""O""], [""شارع"", ""O""], [""محمد"", ""B-MAIN_STREET""], [""فريد"", ""I-MAIN_STREET""], [""ميدان"", ""B-MINI_AREA""], [""هليوبوليس"", ""I-MINI_AREA""], [""مصر"", ""B-AREA""], [""الجديدة"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
18 شارع سعد زغلول من شارع القصر العينى امام دار الشعب وسط البلد القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""وسط البلد"", ""NUM_STREET"": ""18"", ""MAIN_STREET"": ""القصر العينى"", ""STREET"": ""سعد زغلول"", ""LANDMARK"": ""دار الشعب""}","[[""18"", ""B-NUM_STREET""], [""شارع"", ""O""], [""سعد"", ""B-STREET""], [""زغلول"", ""I-STREET""], [""من"", ""O""], [""شارع"", ""O""], [""القصر"", ""B-MAIN_STREET""], [""العينى"", ""I-MAIN_STREET""], [""امام"", ""O""], [""دار"", ""B-LANDMARK""], [""الشعب"", ""I-LANDMARK""], [""وسط"", ""B-AREA""], [""البلد"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
122 شارع مصطفى النحاس مدينه نصر القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""مدينه نصر"", ""NUM_STREET"": ""122"", ""STREET"": ""مصطفى النحاس""}","[[""122"", ""B-NUM_STREET""], [""شارع"", ""O""], [""مصطفى"", ""B-STREET""], [""النحاس"", ""I-STREET""], [""مدينه"", ""B-AREA""], [""نصر"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
3 أ شارع المشتل بجوار اودى كايرو معادى كورنيش المعادى المعادى القاهره,"{""CITY"": ""القاهره"", ""MINI_AREA"": ""كورنيش المعادى"", ""NUM_STREET"": ""3 أ"", ""STREET"": ""المشتل"", ""LANDMARK"": ""اودى كايرو معادى""}","[[""3"", ""B-NUM_STREET""], [""أ"", ""I-NUM_STREET""], [""شارع"", ""O""], [""المشتل"", ""B-STREET""], [""بجوار"", ""O""], [""اودى"", ""B-LANDMARK""], [""كايرو"", ""I-LANDMARK""], [""معادى"", ""I-LANDMARK""], [""كورنيش"", ""B-MINI_AREA""], [""المعادى"", ""I-MINI_AREA""], [""المعادى"", ""O""], [""القاهره"", ""B-CITY""]]"
5 شارع دكتور ابراهيم ابوالنجا امتداد شارع عباس العقاد مدينه نصر القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""مدينه نصر"", ""NUM_STREET"": ""5"", ""STREET"": ""دكتور ابراهيم ابوالنجا امتداد شارع عباس العقاد""}","[[""5"", ""B-NUM_STREET""], [""شارع"", ""O""], [""دكتور"", ""B-STREET""], [""ابراهيم"", ""I-STREET""], [""ابوالنجا"", ""I-STREET""], [""امتداد"", ""I-STREET""], [""شارع"", ""I-STREET""], [""عباس"", ""I-STREET""], [""العقاد"", ""I-STREET""], [""مدينه"", ""B-AREA""], [""نصر"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
7 ميدان رمسيس وسط البلد القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""وسط البلد"", ""NUM_STREET"": ""7"", ""STREET"": ""رمسيس""}","[[""7"", ""B-NUM_STREET""], [""ميدان"", ""O""], [""رمسيس"", ""B-STREET""], [""وسط"", ""B-AREA""], [""البلد"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
16 أ عمارات العبور طريق صلاح سالم مدينة نصر القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""مدينة نصر"", ""NUM_STREET"": ""16"", ""STREET"": ""صلاح سالم"", ""BUILDING"": ""عمارات العبور""}","[[""16"", ""B-NUM_STREET""], [""أ"", ""O""], [""عمارات"", ""B-BUILDING""], [""العبور"", ""I-BUILDING""], [""طريق"", ""O""], [""صلاح"", ""B-STREET""], [""سالم"", ""I-STREET""], [""مدينة"", ""B-AREA""], [""نصر"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
102 شارع الطيران مدينه نصر القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""مدينه نصر"", ""NUM_STREET"": ""102"", ""STREET"": ""الطيران""}","[[""102"", ""B-NUM_STREET""], [""شارع"", ""O""], [""الطيران"", ""B-STREET""], [""مدينه"", ""B-AREA""], [""نصر"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
35 شارع اسماعيل رمزى من شارع الحجاز روكسى مصر الجديدة القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""مصر الجديدة"", ""NUM_STREET"": ""35"", ""MAIN_STREET"": ""الحجاز"", ""STREET"": ""اسماعيل رمزى""}","[[""35"", ""B-NUM_STREET""], [""شارع"", ""O""], [""اسماعيل"", ""B-STREET""], [""رمزى"", ""I-STREET""], [""من"", ""O""], [""شارع"", ""O""], [""الحجاز"", ""B-MAIN_STREET""], [""روكسى"", ""O""], [""مصر"", ""B-AREA""], [""الجديدة"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
95 شارع حافظ رمضان المنطقة السادسة مدينة نصر القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""مدينة نصر"", ""MINI_AREA"": ""المنطقة السادسة"", ""NUM_STREET"": ""95"", ""STREET"": ""حافظ رمضان""}","[[""95"", ""B-NUM_STREET""], [""شارع"", ""O""], [""حافظ"", ""B-STREET""], [""رمضان"", ""I-STREET""], [""المنطقة"", ""B-MINI_AREA""], [""السادسة"", ""I-MINI_AREA""], [""مدينة"", ""B-AREA""], [""نصر"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
14 أ شارع شريف باشا مصر الجديده القاهره,"{""CITY"": ""القاهره"", ""AREA"": ""مصر الجديده"", ""NUM_STREET"": ""14 أ"", ""STREET"": ""شريف باشا""}","[[""14"", ""B-NUM_STREET""], [""أ"", ""I-NUM_STREET""], [""شارع"", ""O""], [""شريف"", ""B-STREET""], [""باشا"", ""I-STREET""], [""مصر"", ""B-AREA""], [""الجديده"", ""I-AREA""], [""القاهره"", ""B-CITY""]]"
